FacName,FacStreet,FacCity,FacState,RegistryID,FacCounty,FacLat,FacLong,FacSNCFlg,FacQtrsWithNC,FacPenaltyCount,GHGCO2Releases,TRIReleasesTransfers,FacMapFlg,"DFR URL"
"BLUFF BAR & GRILL",,,WI,110052009009,WAUSHARA,44.112825,-89.239752,N,1,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052009009
"SUMMER OAKS CONDO ASSOC","KILPATRICK RD",MERRIMAC,WI,110013086757,SAUK,43.3778,-89.6654,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110013086757
"ROSENDALE VILLAGE BLDG",,,WI,110050572938,"FOND DU LAC",43.754722,-88.493284,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050572938
"W I R  DRAG STRIP",,,WI,110051997363,OUTAGAMIE,44.418226,-88.464988,N,12,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110051997363
"USF HOLLAND","400 HOLLAND ST",TOMAH,WI,110054371078,MONROE,44.01386,-90.49919,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110054371078
"PLYMOUTH ROCK CAMPGROUND -STORE WELL","N7271 LANDO RD",PLYMOUTH,WI,110016935469,SHEBOYGAN,43.80362,-87.98172,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110016935469
"ROUTE 57",,,WI,110052007136,SHEBOYGAN,43.746002,-87.730546,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052007136
"CAMP JACKPINE",,,WI,110052048057,DOUGLAS,46.463316,-91.89258,N,12,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052048057
"COOPER POWER SYSTEMS INC","1319 E LINCOLN AVE",WAUKESHA,WI,110000418049,WAUKESHA,43.01002,-88.20734,N,0,,,41245,Y,https://echo.epa.gov/detailed-facility-report?fid=110000418049
"CAMP LUTHER SHOWER HOUSE WELL",,,WI,110052032457,ONEIDA,45.713791,-89.536693,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052032457
"DOUGLAS CO COURT HOUSE","1313 BELKNAP ST",SUPERIOR,WI,110020991202,DOUGLAS,46.72064,-92.09709,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110020991202
"ASTICO PARK - SOUTH ARTESIAN WELL",,,WI,110049585203,DODGE,43.422706,-88.704379,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049585203
"DAVISTERS BAR & RESTAURANT LLC",,,WI,110050873239,BROWN,44.473961,-87.995926,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050873239
"SEAMAN NUCLEAR CORP","7315 S FIRST ST","OAK CREEK",WI,110005427957,MILWAUKEE,42.91151,-87.91363,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005427957
"NEW RICHMOND AUTO SALVAGE","1770 105TH ST","NEW RICHMOND",WI,110005530540,"ST. CROIX",45.11777,-92.58897,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005530540
"DINGS CO","4740 W ELECTRIC AVE",MILWAUKEE,WI,110005466263,MILWAUKEE,43.0076,-87.97381,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005466263
"BAY SHORE PARK",,,WI,110050781427,BROWN,44.473961,-87.995926,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050781427
"YOUNGS FIRST STOP",,,WI,110053048901,SAUK,43.427998,-89.943329,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110053048901
"LAKEFRONT MOBIL",,,WI,110050838894,WALWORTH,42.66811,-88.541731,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050838894
"ONE HOUR FABRICARE","7633 W BELOIT RD",MILWAUKEE,WI,110005433423,MILWAUKEE,42.996775,-88.008096,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005433423
"E D R LTD","5063 SAND LAKE RD",WEBSTER,WI,110005410698,BURNETT,45.83077,-92.23868,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005410698
"ARCADIA IMPL","1503 WAUNIK",ARCADIA,WI,110005268272,TREMPEALEAU,44.2528,-91.502117,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005268272
"H J JENNERJOHN-WI DOT-OEA 6430-01-00","N899 MUNICIPAL DR USH 45",GREENVILLE,WI,110006463567,OUTAGAMIE,44.27305,-88.5371,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110006463567
"WANDER SPRINGS GOLF COURSE",,,WI,110050859308,BROWN,44.473961,-87.995926,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050859308
"GAS N GO GAS STA","808 W ATKINSON",MILWAUKEE,WI,110005500895,MILWAUKEE,43.083002,-87.921232,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005500895
"FOREST COUNTY POTAWATOMI COMMUNITY","HWY 32 SOUTH, CARTER, WI, 54566",CARTER,WI,110070628400,FOREST,45.555833,-88.922823,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070628400
"GRAPHIC HOUSE INC","9204 PACKER DR",WAUSAU,WI,110064144260,MARATHON,44.94614,-89.75164,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110064144260
"CHRIST EVANGELICAL LUTHERAN CHURCH",,,WI,110052050668,"LA CROSSE",43.908222,-91.111758,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052050668
"CAMP ALICE CHESTER CHAPARRAL 7",,,WI,110050876076,WALWORTH,42.66811,-88.541731,N,2,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050876076
"RISTOW TRUCKING","1940 RIDGEWAY ST",HAMMOND,WI,110070636775,"ST CROIX",44.962506,-92.438555,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070636775
"GLOBE UNIVERSITY MADISON WEST","1345 DEMING WAY",MIDDLETON,WI,110059775006,DANE,43.088233,-89.527518,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110059775006
"OXFORD FUEL & FOOD","110 E ORMSBY ST",OXFORD,WI,110016854206,MARQUETTE,43.781537,-89.573642,N,12,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110016854206
"WI DNR KOHLER ANDRAE BATH HOUSE",,,WI,110050674613,SHEBOYGAN,43.746002,-87.730546,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050674613
"SHIRLEY TUTTLE RESIDENCE","302 WESTMORLAND BLVD",MADISON,WI,110032663687,DANE,43.06256,-89.44365,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110032663687
"PEACE LUTHERAN CHURCH",,,WI,110050612002,WAUKESHA,43.019308,-88.306707,N,2,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050612002
"WI DNR STARRETT LK CMPGD 32",,,WI,110052029764,VILAS,46.049848,-89.501254,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052029764
"OCONOMOWOC WATER WEST TOWER","930 CONCORD RD",OCONOMOWOC,WI,110000884393,WAUKESHA,43.099939,-88.519028,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110000884393
"CVS PHARMACY #16256 SITE B","485 N ROLLING MEADOWS DR","FOND DU LAC",WI,110067271918,"FOND DU LAC",43.79065,-88.48653,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110067271918
"JOLIVETTE CLEANERS & LAUNDRY","1645 CAROLINE ST","LA CROSSE",WI,110005430792,"LA CROSSE",43.84687,-91.26232,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005430792
"MEURER BAKERIES OF MILWAUKEE","8321 W GREENFIELD AVE","WEST ALLIS",WI,110005431755,MILWAUKEE,43.01661,-88.016006,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005431755
"UTICA BAR",,,WI,110049588184,DANE,43.067468,-89.417852,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049588184
"MARSHFIELD ARMORY","319 W 29TH ST",MARSHFIELD,WI,110070634338,WOOD,44.64126,-90.18706,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070634338
"FOX RIVER PARK - OFFICE",,,WI,110050864837,WAUKESHA,43.019308,-88.306707,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050864837
"PATRICK LAKE CO PARK 1",,,WI,110050789811,ADAMS,43.973763,-89.767223,N,1,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050789811
"ROYAL FORD LINCOLN MERCURY","3021 W WASHINGTON ST","WEST BEND",WI,110005449121,WASHINGTON,43.42722,-88.22453,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005449121
"SALLY BEAUTY 2927","2140 W ST PAUL AVE STE J",WAUKESHA,WI,110070378578,WAUKESHA,42.99117,-88.26484,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070378578
"BAR OF INGRAM",,,WI,110052032769,RUSK,45.472734,-91.136745,Y,12,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052032769
"PPG INDUSTRIES, INC.-OAK CREEK","10800 SOUTH 13TH ST","OAK CREEK",WI,110000417754,MILWAUKEE,42.84874,-87.93297,N,4,,,4258065,Y,https://echo.epa.gov/detailed-facility-report?fid=110000417754
"HIDEAWAY BAR & GRILL",,,WI,110050551611,WAUKESHA,43.019308,-88.306707,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050551611
"FORESTVILLE VINES",,,WI,WI6480662,Pierce,44.725337,-92.426279,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=WI6480662
CARQUEST,"517 N BROADWAY ST",STANLEY,WI,110005433049,CHIPPEWA,44.964,-90.93776,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005433049
"JOECKS SERVICE","20365 W MAIN",LANNON,WI,110005456531,WAUKESHA,43.15017,-88.16336,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005456531
"U S F S BEAR LAKE L6 OLD PUMP",,,WI,110052047806,FOREST,45.666882,-88.773225,N,1,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052047806
"HAAS TRANSPORT INC","203 EAST BIRCH STREET",THORP,WI,110005436625,CLARK,44.96276,-90.79748,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005436625
"R PLACE CAFE",,,WI,110050614493,BAYFIELD,46.634199,-91.177282,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050614493
"BILDAS FRIESS LAKE PUB",,,WI,110050552530,WASHINGTON,43.391156,-88.232917,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050552530
"DAVES AUTO BODY","102 W COMMERCE ST",BELMONT,WI,110005477518,LAFAYETTE,42.7386,-90.33493,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005477518
MAMAS,,,WI,110052033651,ONEIDA,45.713791,-89.536693,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052033651
"CARLS SHELL/TACO JOHNS",,,WI,110049668935,ROCK,42.669931,-89.075119,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049668935
"ROCKWELL AUTOMATION MIDDLETON","8155 FORSYTHIA ST",MIDDLETON,WI,110055131566,DANE,43.10998,-89.52453,N,0,,,660,Y,https://echo.epa.gov/detailed-facility-report?fid=110055131566
"WRIGHTSTOWN SD 2 WW TREATMENT","SHIRLEY RD & CTH PP",WRIGHTSTOWN,WI,110010888646,BROWN,44.353333,-88.064806,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110010888646
"VINCHIS HILLSIDE INN",,,WI,110050804402,VILAS,46.049848,-89.501254,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050804402
"DOLLAR GENERAL STORE #13790","309 GENESEE ST",WITTENBERG,WI,110070123601,SHAWANO,44.828955,-89.168709,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070123601
"PILLAR INDUCTION","21905 GATEWAY RD",BROOKFIELD,WI,110015685748,WAUKESHA,43.07463,-88.18317,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110015685748
"SAND VALLEY GOLF RESORT - 10",,,WI,WI7010494,Adams,43.973763,-89.767223,N,2,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=WI7010494
"BROOKMOUND PLAZA","17800 W BLUEMOUND RD",BROOKFIELD,WI,110005458897,WAUKESHA,43.03679,-88.13535,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005458897
"BAUER BUILT TIRE CENTER","1111 S WEST AVE",WAUKESHA,WI,110005267175,WAUKESHA,42.99225,-88.23705,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005267175
"PRINCE CORP","8351 COUNTRY H EAST",MARSHFIELD,WI,110028121743,WOOD,44.65515,-90.13279,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110028121743
"TOMAH MEMORIAL HOSPITAL","321 BUTTS AVE",TOMAH,WI,110043458380,MONROE,43.98397,-90.51466,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110043458380
"MULTI PRODUCTS CO INC","5301 21ST ST",RACINE,WI,110005496757,RACINE,42.7043,-87.84288,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005496757
"ROOST RESTAURANT",,,WI,110051979677,WASHBURN,45.892463,-91.796423,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110051979677
"VISIONS 20 20",,,WI,110052044373,SHEBOYGAN,43.746002,-87.730546,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052044373
"MERRILL PARK HOUSING DEVELOP","222 N 33RD ST",MILWAUKEE,WI,110005409236,MILWAUKEE,43.033268,-87.955298,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005409236
"TRECEK AUTOMOTIVE OF PORTAGE INC","1350 E WISCONSIN ST",PORTAGE,WI,110005432406,COLUMBIA,43.53273,-89.44199,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005432406
"BP STATION/LOSEY BLVD","1420 LOSEY BLVD S","LA CROSSE",WI,110005488310,"LA CROSSE",43.79663,-91.21996,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005488310
"HIGHWAY 45 WAYSIDE",,,WI,110050775791,"FOND DU LAC",43.754722,-88.493284,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050775791
"CHUCKWAGONS SALOON & GRILL",,,WI,110050550337,"FOND DU LAC",43.754722,-88.493284,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050550337
"BAKERVILLE SPORTS BAR & GRILL",,,WI,110052048994,WOOD,44.461413,-90.038825,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052048994
"BETHLEHEM LUTHERAN CHURCH",,,WI,110050570468,PIERCE,44.725337,-92.426279,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050570468
"WISEWAY MOTOR FREIGHT","1400 SWASEY ST",HUDSON,WI,110005419939,"ST. CROIX",44.95659,-92.73854,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005419939
"QUALITY MARINE FIBERGLASS","11189 E USH 2",MAPLE,WI,110005527206,DOUGLAS,46.589594,-91.72124,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005527206
"DAVES FALLS COUNTY PARK",,,WI,110050711770,MARINETTE,45.346899,-87.991198,N,1,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050711770
"WI LIONS CAMP - BOYS NEW WELL",,,WI,110052045835,PORTAGE,44.476246,-89.49807,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052045835
"BRENNER TANK SERVICES LLC","N3760 HWY 12& 16",MAUSTON,WI,110012603227,JUNEAU,43.77692,-90.05224,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110012603227
"WI ARMY NATL GUARD FORT ATKINSON","420 BARK RIVER DR","FORT ATKINSON",WI,110005420829,JEFFERSON,42.91655,-88.83231,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005420829
"DAYS INN",,,WI,110050868138,RACINE,42.754075,-87.414676,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050868138
"WEST BEND FIRE STA","325 S 8TH AVE","WEST BEND",WI,110005486330,WASHINGTON,43.420429,-88.186102,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005486330
"FAMILY DOLLAR #2024","1201 N 35TH ST",MILWAUKEE,WI,110063675731,MILWAUKEE,43.0459,-87.95768,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110063675731
"LEASE ASSOCIATES INC","5959 N GREEN BAY RD",GLENDALE,WI,110005493420,MILWAUKEE,43.125807,-87.93494,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005493420
"SALEM EBENEZER REFORM CHURCH","6524 CTH K",MANITOWOC,WI,110053645542,MANITOWOC,44.1008,-87.6936,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110053645542
"FROMM FAMILY FOODS LLC",,,WI,110050766300,OZAUKEE,43.360715,-87.496553,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050766300
"TRAILSIDE TAVERN",,,WI,110050658196,SAWYER,45.864913,-91.14713,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050658196
"UNIVERSITY SCHOOL OF MILWAUKEE","2100 W FAIRY CHASM RD","RIVER HILLS",WI,110005493457,MILWAUKEE,43.18459,-87.93589,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005493457
"PATRICIA LAKE CAMPGROUND",,,WI,110051985991,ONEIDA,45.713791,-89.536693,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110051985991
"HUNZINGER CONSTRUCTION CO INC","21050 ENTERPRISE AVE",BROOKFIELD,WI,110005474361,WAUKESHA,43.05251,-88.17454,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005474361
"TERRY PRINTING INC","1212 PLAINFIELD AVE",JANESVILLE,WI,110005469055,ROCK,42.71868,-89.00882,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005469055
"SAFARI BAR & GRILL",,,WI,110050725355,MARATHON,44.898036,-89.757823,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050725355
"WRIGHT LEADERSHIP RETREAT CENTER",,,WI,110050831338,WALWORTH,42.66811,-88.541731,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050831338
"WHEATLAND CENTER SCHOOL ADDITION - MIDDLE SCHOOL",,,WI,110050754858,KENOSHA,42.579703,-87.424898,N,12,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050754858
"BURLINGTON STORE #742","6748 W GREENFIELD AVE","WEST ALLIS",WI,110070640050,MILWAUKEE,43.01672,-87.99707,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070640050
"FARWELL AUTO","1441 N FARWELL",MILWAUKEE,WI,110005414015,MILWAUKEE,43.04887,-87.89613,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005414015
"COUNTRY INN",,,WI,110050846359,"GREEN LAKE",43.76141,-88.987228,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050846359
"ST WILLIAM CATHOLIC CHURCH",,,WI,110052431935,DOUGLAS,46.463316,-91.89258,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052431935
"VISION QUEST",,,WI,110051991181,DUNN,44.947741,-91.89772,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110051991181
"WEST SHORE PIPELINE GRANVILLE NORTH SITE","1880 WESTERN AVE",JACKSON,WI,110046365875,WASHINGTON,43.29453,-88.13136,Y,1,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110046365875
"HAYMAN FALLS COUNTY PARK",,,WI,110052433050,SHAWANO,44.789641,-88.755813,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052433050
"DELLS CLUB CONDO ASSOC 3",,,WI,110051982592,ADAMS,43.973763,-89.767223,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110051982592
"MICHAELS STORE #1606","15500 W BELOIT RD","NEW BERLIN",WI,110055531090,WAUKESHA,42.95617,-88.10713,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110055531090
"U S OIL CO INC - CHIPPEWA FALLS TERMINAL","2553 N PRAIRIE VIEW RD","CHIPPEWA FALLS",WI,110005421524,CHIPPEWA,44.89574,-91.4137,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005421524
"TINDEDALE FARMS LLP","T21-22 N R19 SEC 34",KAUKAUNA,WI,110031276198,OUTAGAMIE,44.276909,-88.265352,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110031276198
"CAMP LU WI SO MO CHAPEL",,,WI,110051973110,WAUSHARA,44.112825,-89.239752,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110051973110
"WI DNR BRSF EAST FORK CMPGD",,,WI,110050642275,JACKSON,44.324895,-90.806541,N,3,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050642275
"MILWAUKEE AREA TECHNICAL COLLEGE","816 W NATIONAL AVE",MILWAUKEE,WI,110005534449,MILWAUKEE,43.02324,-87.92194,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005534449
"SCHETTL DONNA","4704 FOND DU LAC RD",OSHKOSH,WI,110005484519,WINNEBAGO,44.053606,-88.52789,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005484519
"AMERICAN PACKAGING CORP","850 WEST JAMES STREET",COLUMBUS,WI,110000420492,COLUMBIA,43.3437,-89.0228,N,2,,,8373,Y,https://echo.epa.gov/detailed-facility-report?fid=110000420492
"SAUKVILE UNION 76","101 N RIVERSIDE DR",SAUKVILLE,WI,110005477064,OZAUKEE,43.38288,-87.93486,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005477064
"ONE HOUR MARTINIZING","1507 E NORTH AVE",MILWAUKEE,WI,110005460900,MILWAUKEE,43.06016,-87.89172,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005460900
"GRANDVIEW MOBILE HOME COURT"," ",NEILLSVILLE,WI,110013068562,CLARK,44.560135,-90.658915,N,2,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110013068562
"SWANSONS MOTEL& CAMPGROUND-MOTEL",,,WI,110052019980,DOUGLAS,46.463316,-91.89258,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052019980
CEMSTONE,,,WI,110050570547,POLK,45.46803,-92.453154,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050570547
JORDAN,"9380 W LOOMIS RD",FRANKLIN,WI,110005508361,MILWAUKEE,42.89704,-88.03162,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005508361
"WAUSAU CONCRETE","240 HWY 29 W",MARATHON,WI,110038842438,MARATHON,44.944507,-89.859407,N,12,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110038842438
"PAULS CUSTOM PAINT AND BODY","N2389 HEMLOCK DR",MEDFORD,WI,110005515040,TAYLOR,45.11884,-90.37551,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005515040
"WALKER SCHOOL","900 S 119TH ST","WEST ALLIS",WI,110005496061,MILWAUKEE,43.02115,-88.06066,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005496061
"COZY ACRES MHP","6590 RIVERVIEW LA",BOSCOBEL,WI,110013089479,GRANT,43.111067,-90.751442,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110013089479
"WALDENS A SUPPER CLUB",,,WI,110050890318,WASHINGTON,43.391156,-88.232917,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050890318
"WS PACKAGING GROUP INC","1102 JEFFERSON STREET",ALGOMA,WI,110001928460,KEWAUNEE,44.60255,-87.44836,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110001928460
"PETCO STORE #615","4440 RIB MOUNTAIN DR",WAUSAU,WI,110055949274,MARATHON,44.91646,-89.64958,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110055949274
"BADGER TOYOTALIFT","16805 W VICTOR RD","NEW BERLIN",WI,110005267549,WAUKESHA,42.98678,-88.12313,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005267549
"DALE MINI MART",,,WI,110051997309,OUTAGAMIE,44.418226,-88.464988,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110051997309
"FOREMOST FARMS USA - SPARTA","427 E WISCONSIN ST",SPARTA,WI,110000422640,MONROE,43.94043,-90.80499,N,1,,,174616,Y,https://echo.epa.gov/detailed-facility-report?fid=110000422640
"APV CREPACO INC NORTH PLANT","621 E LAKE ST","LAKE MILLS",WI,110005451867,JEFFERSON,43.07856,-88.90245,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005451867
"U S VENTURE INC MILWAUKEE WEST TERMINAL","9125 NORTH 107TH STREET",MILWAUKEE,WI,110000879988,MILWAUKEE,43.18469,-88.044,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110000879988
"TIMMERS ON BIG CEDAR LAKE",,,WI,110050866149,WASHINGTON,43.391156,-88.232917,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050866149
"SCHNEIDER AUTOMOTIVE & COLLISION CENTER","36536 MAIN ST",WHITEHALL,WI,110070634990,TREMPEALEAU,44.37154,-91.31655,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070634990
"WRIGHTSTOWN SCHOOLS","351 HIGH ST",WRIGHTSTOWN,WI,110005509048,BROWN,44.32215,-88.15819,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005509048
"PLAINVIEW STOCK FARM INC","N6175 HWY E, ALBANY, WI 53502","ALBANY, TOWN OF",WI,110041243730,GREEN,42.721189,-89.419874,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110041243730
"BICEN PARK - OLD LARGE DOG AREA - WELL 3",,,WI,110049762066,JEFFERSON,43.013807,-88.773986,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049762066
"SCHMIDTS REFUGE",,,WI,110050611655,WAUKESHA,43.019308,-88.306707,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050611655
"HIXTON ROD & GUN CLUB PARK",,,WI,110049871215,JACKSON,44.324895,-90.806541,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049871215
"WAGON TR CONDOS 2",,,WI,110050867610,DOOR,45.067808,-87.087936,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050867610
"ADVENTURES CHILD CARE INC",,,WI,110050841229,DOOR,45.067808,-87.087936,N,12,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050841229
"UNITED PARCEL SERVICE","W190 N11350 CARNEGIE DR",GERMANTOWN,WI,110009517601,WASHINGTON,43.222737,-88.145429,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110009517601
"BERLIN AMOCO FOOD SHOP - CONDON OIL","247 RIPON RD",BERLIN,WI,110005492181,"GREEN LAKE",43.96365,-88.94106,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005492181
"ST JOHNS LUTHERAN CHURCH",,,WI,110049752898,JEFFERSON,43.013807,-88.773986,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049752898
"RISEN SAVIOR LUTHERAN CH",,,WI,110063340139,OCONTO,44.996575,-88.206516,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110063340139
